date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:33	24009/24009	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:35%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/addClass/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/addClass/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:35	28264/28264	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:37%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/attr/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/attr/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:36	23055/23055	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:38%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/hasClass/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/hasClass/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:37	24692/24692	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:39%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/html/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/html/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:38	23823/23823	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:40%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/removeAttr/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/removeAttr/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:39	23639/23639	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:41%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/text/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/text/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:40	22400/22400	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:42%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/toggleClass/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/toggleClass/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:41	24377/24377	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:43%20GMT	http://jquery.jarodxxx.com/manuel/Les-attributs/val/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-attributs/val/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:42	21271/21271	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:44%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:43	25434/25434	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:45%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/add/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/add/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:44	22952/22952	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:46%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/children/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/children/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:45	22400/22400	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:47%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/contents/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/contents/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:46	22761/22761	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:48%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/end/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/end/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:47	24167/24167	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:49%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/filter/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/filter/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:48	22571/22571	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:50%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/find/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/find/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:49	22851/22851	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:51%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/is/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/is/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:50	23092/23092	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:52%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/map/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/map/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:52	25764/25764	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:53%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/next/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/next/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:53	25557/25557	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:55%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/not/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/not/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:54	22987/22987	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:56%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/parent/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/parent/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:55	23172/23172	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:57%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/prev/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/prev/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:56	22871/22871	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:58%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/siblings/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/siblings/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:57	22652/22652	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:07:59%20GMT	http://jquery.jarodxxx.com/manuel/Les-parcours/slice/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-parcours/slice/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:58	21294/21294	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:00%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:07:59	25479/25479	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:01%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/after/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/after/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:00	23365/23365	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:02%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/append/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/append/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:01	23621/23621	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:03%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/appendTo/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/appendTo/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:02	23351/23351	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:04%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/before/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/before/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:03	23549/23549	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:05%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/clone/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/clone/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:04	23080/23080	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:06%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/empty/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/empty/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:06	22613/22613	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:07%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/insertAfter/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/insertAfter/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:07	22556/22556	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:09%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/insertBefore/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/insertBefore/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:08	23611/23611	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:10%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/prepend/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/prepend/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:09	22753/22753	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:11%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/prependTo/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/prependTo/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:10	22780/22780	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:12%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/remove/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/remove/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:11	23762/23762	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:13%20GMT	http://jquery.jarodxxx.com/manuel/Les-manipulateurs/wrap/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-manipulateurs/wrap/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:12	20190/20190	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:14%20GMT	http://jquery.jarodxxx.com/manuel/Les-css/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-css/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:13	23853/23853	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:15%20GMT	http://jquery.jarodxxx.com/manuel/Les-css/css/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-css/css/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:14	23434/23434	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:16%20GMT	http://jquery.jarodxxx.com/manuel/Les-css/height/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-css/height/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:15	24208/24208	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:17%20GMT	http://jquery.jarodxxx.com/manuel/Les-css/width/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-css/width/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:16	22927/22927	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:18%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:17	23964/23964	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:19%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/bind/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/bind/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:18	25015/25015	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:20%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/blur/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/blur/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:19	22744/22744	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:21%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/change/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/change/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:20	24639/24639	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:22%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/click/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/click/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:21	22437/22437	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:23%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/dblclick/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/dblclick/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:22	25707/25707	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:24%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/die/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/die/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:24	22501/22501	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:26%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/error/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/error/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:25	23003/23003	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:27%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/focus/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/focus/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:26	22669/22669	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:28%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/hover/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/hover/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:27	22462/22462	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:29%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/keydown/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/keydown/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:27	22472/22472	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:30%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/keypress/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/keypress/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:28	22479/22479	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:31%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/keyup/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/keyup/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:29	29307/29307	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:31%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/live/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/live/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:31	29307/29307	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:33%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/live/no	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/live/no.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:32	25919/25919	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:33%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/load/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/load/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:32	22539/22539	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:35%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/mousedown/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/mousedown/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:33	22528/22528	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:36%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/mousemove/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/mousemove/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:34	22492/22492	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:37%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/mouseout/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/mouseout/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:35	22477/22477	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:37%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/mouseover/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/mouseover/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:36	22472/22472	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:38%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/mouseup/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/mouseup/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:37	22916/22916	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:39%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/one/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/one/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:38	24272/24272	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:40%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/ready/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/ready/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:39	22442/22442	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:42%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/resize/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/resize/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:40	22505/22505	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:42%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/scroll/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/scroll/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:41	23338/23338	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:43%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/select/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/select/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:42	23394/23394	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:45%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/submit/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/submit/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:43	24288/24288	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:46%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/toggle/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/toggle/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:44	23609/23609	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:47%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/trigger/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/trigger/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:45	23529/23529	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:48%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/unbind/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/unbind/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:46	22483/22483	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:49%20GMT	http://jquery.jarodxxx.com/manuel/Les-evenements/unload/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-evenements/unload/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:48	21078/21078	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:50%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:49	26810/26810	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:51%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/animate/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/animate/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:51	24403/24403	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:53%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/clearQueue/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/clearQueue/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:52	22886/22886	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:54%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/fadeIn/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/fadeIn/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:53	22939/22939	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:55%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/fadeOut/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/fadeOut/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:54	23936/23936	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:56%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/fadeTo/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/fadeTo/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:55	23936/23936	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:57%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/fadeTo/xavier-kress.fr	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/fadeTo/xavier-kress.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:56	23306/23306	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:57%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/hide/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/hide/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:56	23361/23361	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:08:59%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/show/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/show/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:58	23118/23118	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:00%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/slideDown/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/slideDown/index.html	(from http://jquery.jarodxxx.com/manuel/)
15:08:59	26526/26526	---MC-	200	added ('OK')	text/html	date:Sun,%2013%20Feb%202011%2014:09:01%20GMT	http://jquery.jarodxxx.com/manuel/Les-effets/slideToggle/	C:/Mes%20Sites%20Web/JqueryDoc/jquery.jarodxxx.com/manuel/Les-effets/slideToggle/index.html	(from http://jquery.jarodxxx.com/manuel/)
